,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type,isFraud
3408531,32733.43,32733.43,0.0,0.0,32733.43,CASH_OUT,1
3179194,487572.45,487572.45,0.0,0.0,0.0,TRANSFER,1
5563508,10000000.0,10000000.0,0.0,37732.12,10037732.12,CASH_OUT,1
3193080,509985.31,509985.31,0.0,0.0,509985.31,CASH_OUT,1
6362437,3846781.01,3846781.01,0.0,46052.98,3892833.98,CASH_OUT,1
4437418,7596886.83,7596886.83,0.0,0.0,0.0,TRANSFER,1
6202774,1016081.0,1016081.0,0.0,0.0,1016081.0,CASH_OUT,1
4388729,634911.47,634911.47,0.0,8841.66,643753.13,CASH_OUT,1
285019,248056.41,248056.41,0.0,0.0,0.0,TRANSFER,1
6707,17246.0,17246.0,0.0,0.0,17246.0,CASH_OUT,1
5402153,503420.67,503420.67,0.0,417119.41,920540.09,CASH_OUT,1
3960290,2582733.46,2582733.46,0.0,0.0,0.0,TRANSFER,1
1026292,147267.01,147267.01,0.0,0.0,0.0,TRANSFER,1
2599038,246402.71,246402.71,0.0,51433.96,297836.67,CASH_OUT,1
6264964,170486.7,170486.7,0.0,0.0,0.0,TRANSFER,1
4894990,319974.69,319974.69,0.0,14890.19,334864.88,CASH_OUT,1
6272956,55740.39,55740.39,0.0,0.0,0.0,TRANSFER,1
2788264,45053.05,45053.05,0.0,0.0,0.0,TRANSFER,1
1059625,20243.24,20243.24,0.0,1132460.42,1152703.66,CASH_OUT,1
1018659,156011.24,156011.24,0.0,152239.96,308251.2,CASH_OUT,1
3609349,881187.51,881187.51,0.0,0.0,0.0,TRANSFER,1
2584138,328110.3,328110.3,0.0,2649979.1,2978089.39,CASH_OUT,1
4782755,5903457.39,5903457.39,0.0,25879.97,5929337.36,CASH_OUT,1
6281798,65494.78,65494.78,0.0,422252.51,487747.29,CASH_OUT,1
5987932,1240717.75,1240717.75,0.0,0.0,0.0,TRANSFER,1
4070441,774761.84,774761.84,0.0,0.0,0.0,TRANSFER,1
3192895,428174.7,428174.7,0.0,0.0,0.0,TRANSFER,1
1030478,79441.66,79441.66,0.0,2051790.44,2131232.1,CASH_OUT,1
1070156,1848199.45,1848199.45,0.0,0.0,0.0,TRANSFER,1
1059555,86170.94,86170.94,0.0,288270.7,374441.64,CASH_OUT,1
1932198,98634.75,98634.75,0.0,966049.7,1064684.45,CASH_OUT,1
6362386,1379501.18,1379501.18,0.0,0.0,0.0,TRANSFER,1
2185486,476890.47,476890.47,0.0,496043.55,972934.02,CASH_OUT,1
1716419,548161.93,548161.93,0.0,443736.12,991898.05,CASH_OUT,1
2382141,288148.22,288148.22,0.0,257719.2,545867.42,CASH_OUT,1
1059576,216351.05,216351.05,0.0,0.0,0.0,TRANSFER,1
6010844,1162672.01,1162672.01,0.0,5026373.25,6189045.26,CASH_OUT,1
576373,604933.67,604933.67,0.0,35839.7,640773.38,CASH_OUT,1
970,1277212.77,1277212.77,0.0,0.0,2444985.19,CASH_OUT,1
6213541,2709729.22,2709729.22,0.0,411422.93,3121152.15,CASH_OUT,1
6362532,537539.57,537539.57,0.0,0.0,0.0,TRANSFER,1
6207297,985127.95,985127.95,0.0,0.0,985127.95,CASH_OUT,1
3960304,380214.33,380214.33,0.0,0.0,0.0,TRANSFER,1
5401276,73946.79,73946.79,0.0,0.0,0.0,TRANSFER,1
6010957,155121.58,155121.58,0.0,0.0,0.0,TRANSFER,1
4384507,6580427.81,6580427.81,0.0,0.0,6580427.81,CASH_OUT,1
3230306,177217.55,177217.55,0.0,1086981.95,1264199.5,CASH_OUT,1
9284,262434.54,262434.54,0.0,0.0,0.0,TRANSFER,1
3610888,1654055.02,1654055.02,0.0,0.0,0.0,TRANSFER,1
6296762,674541.55,674541.55,0.0,0.0,0.0,TRANSFER,1
1615122,619836.33,619836.33,0.0,712633.49,1332469.82,CASH_OUT,1
3630052,49210.21,49210.21,0.0,0.0,49210.21,CASH_OUT,1
1511311,489514.32,489514.32,0.0,0.0,0.0,TRANSFER,1
6166263,150924.76,150924.76,0.0,0.0,150924.76,CASH_OUT,1
4058810,176059.16,176059.16,0.0,0.0,0.0,TRANSFER,1
6243646,76732.89,76732.89,0.0,337482.64,414215.54,CASH_OUT,1
6073256,5912204.0,5912204.0,0.0,0.0,0.0,TRANSFER,1
1511340,7188425.25,7188425.25,0.0,0.0,0.0,TRANSFER,1
3585527,1589763.63,1589763.63,0.0,0.0,0.0,TRANSFER,1
1633038,1946687.34,1946687.34,0.0,0.0,1946687.34,CASH_OUT,1
5324383,200418.1,200418.1,0.0,0.0,0.0,TRANSFER,1
6014708,422261.63,422261.63,0.0,872573.61,1294835.24,CASH_OUT,1
5563763,1195842.37,1195842.37,0.0,0.0,0.0,TRANSFER,1
1916533,1803411.53,1803411.53,0.0,475748.31,2279159.85,CASH_OUT,1
1128387,511259.05,511259.05,0.0,2120181.23,2789221.38,CASH_OUT,1
1533290,1581441.8,1581441.8,0.0,3429635.45,5011077.25,CASH_OUT,1
5987865,9033760.73,9033760.73,0.0,0.0,0.0,TRANSFER,1
556508,489767.32,489767.32,0.0,0.0,0.0,TRANSFER,1
5875183,949979.11,949979.11,0.0,0.0,0.0,TRANSFER,1
3960298,3731378.32,3731378.32,0.0,0.0,0.0,TRANSFER,1
1511322,677563.22,677563.22,0.0,0.0,0.0,TRANSFER,1
6281803,740124.95,740124.95,0.0,0.0,0.0,TRANSFER,1
4972553,2111475.81,2111475.81,0.0,0.0,2111475.81,CASH_OUT,1
6168696,2517188.06,2517188.06,0.0,149509.18,2666697.24,CASH_OUT,1
2382135,127342.3,127342.3,0.0,0.0,127342.3,CASH_OUT,1
3960318,162756.9,162756.9,0.0,0.0,0.0,TRANSFER,1
6168700,175290.91,175290.91,0.0,0.0,175290.91,CASH_OUT,1
4368370,1085637.56,1085637.56,0.0,0.0,1085637.56,CASH_OUT,1
1030580,59813.61,59813.61,0.0,0.0,59813.61,CASH_OUT,1
5819906,30467.69,30467.69,0.0,625616.25,656083.94,CASH_OUT,1
5558,33332.86,33332.86,0.0,0.0,0.0,TRANSFER,1
1707593,10000000.0,17670038.08,7670038.08,0.0,0.0,TRANSFER,1
1869,25071.46,25071.46,0.0,0.0,0.0,TRANSFER,1
6262211,298754.96,298754.96,0.0,1865811.93,2164566.89,CASH_OUT,1
6201024,28284.88,28284.88,0.0,0.0,0.0,TRANSFER,1
3954418,44116.87,44116.87,0.0,0.0,0.0,TRANSFER,1
2801120,684174.46,684174.46,0.0,455610.6,1139785.06,CASH_OUT,1
3855278,101515.68,101515.68,0.0,0.0,101515.68,CASH_OUT,1
6010850,348915.96,348915.96,0.0,0.0,348915.96,CASH_OUT,1
6308480,1467968.73,1467968.73,0.0,0.0,1467968.73,CASH_OUT,1
6027398,2859010.61,2859010.61,0.0,0.0,0.0,TRANSFER,1
1932229,106642.43,106642.43,0.0,0.0,0.0,TRANSFER,1
3192128,989966.55,989966.55,0.0,0.0,989966.55,CASH_OUT,1
6020215,58058.98,58058.98,0.0,822974.58,881033.56,CASH_OUT,1
2537764,128572.96,128572.96,0.0,196488.42,325061.38,CASH_OUT,1
4046301,264058.41,264058.41,0.0,0.0,0.0,TRANSFER,1
1059649,42418.85,42418.85,0.0,0.0,42418.85,CASH_OUT,1
6117467,392767.71,392767.71,0.0,90169.81,482937.52,CASH_OUT,1
6020357,2577489.07,2577489.07,0.0,0.0,2577489.07,CASH_OUT,1
6221046,498183.25,498183.25,0.0,0.0,0.0,TRANSFER,1
2946768,3774746.08,3774746.08,0.0,0.0,0.0,TRANSFER,1
919659,350789.59,350789.59,0.0,8785008.75,9135798.34,CASH_OUT,1
6127440,3297243.38,3297243.38,0.0,22757.65,3320001.02,CASH_OUT,1
2376231,585511.14,585511.14,0.0,0.0,0.0,TRANSFER,1
1291695,128417.96,128417.96,0.0,99429.91,227847.87,CASH_OUT,1
182861,408.0,408.0,0.0,0.0,226013.18,TRANSFER,1
6010741,37323.15,37323.15,0.0,0.0,0.0,TRANSFER,1
3944625,132943.98,132943.98,0.0,0.0,0.0,TRANSFER,1
1030564,12619.29,12619.29,0.0,204470.03,217089.31,CASH_OUT,1
5946942,973805.75,973805.75,0.0,0.0,973805.75,CASH_OUT,1
6259962,57588.67,57588.67,0.0,0.0,0.0,TRANSFER,1
4438878,25761.04,25761.04,0.0,0.0,0.0,TRANSFER,1
2697090,5689516.13,5689516.13,0.0,0.0,0.0,TRANSFER,1
6362401,765104.94,765104.94,0.0,2272254.15,3037359.09,CASH_OUT,1
6207264,1249721.72,1249721.72,0.0,62174.21,1311895.93,CASH_OUT,1
4785311,119443.3,119443.3,0.0,0.0,0.0,TRANSFER,1
6118826,2463190.9,2463190.9,0.0,1200145.47,3663336.38,CASH_OUT,1
3592472,218074.57,218074.57,0.0,162623.65,380698.21,CASH_OUT,1
6272188,425861.93,425861.93,0.0,203280.85,629142.78,CASH_OUT,1
2801134,468446.77,468446.77,0.0,0.0,468446.77,CASH_OUT,1
6174268,2472250.47,2472250.47,0.0,4136.88,2476387.35,CASH_OUT,1
6281486,61846.05,61846.05,0.0,0.0,0.0,TRANSFER,1
6226751,179725.06,179725.06,0.0,131709.81,311434.88,CASH_OUT,1
6356155,66516.2,66516.2,0.0,156834.4,223350.6,CASH_OUT,1
6296665,3542716.02,3542716.02,0.0,4746.62,3547462.65,CASH_OUT,1
6064528,2979972.78,2979972.78,0.0,267407.43,3247380.2,CASH_OUT,1
2801085,61470.02,61470.02,0.0,0.0,0.0,TRANSFER,1
2983493,94372.61,0.0,0.0,471783.48,566156.08,CASH_OUT,1
1923442,2598276.05,2598276.05,0.0,0.0,0.0,TRANSFER,1
1021229,667043.9,667043.9,0.0,104132.27,771176.17,CASH_OUT,1
6039452,1710180.37,1710180.37,0.0,934700.52,2644880.89,CASH_OUT,1
3572166,2689633.8,2689633.8,0.0,0.0,2689633.8,CASH_OUT,1
6201906,2562459.56,2562459.56,0.0,0.0,2562459.56,CASH_OUT,1
6361505,135289.71,135289.71,0.0,120427.58,255717.29,CASH_OUT,1
6007569,526071.46,526071.46,0.0,0.0,0.0,TRANSFER,1
3806271,5393228.23,5393228.23,0.0,0.0,0.0,TRANSFER,1
3610371,10000000.0,15494862.93,5494862.93,0.0,0.0,TRANSFER,1
6248334,196385.55,196385.55,0.0,0.0,0.0,TRANSFER,1
2213217,8607089.62,8607089.62,0.0,0.0,0.0,TRANSFER,1
6281778,916886.3,916886.3,0.0,3233104.45,4149990.75,CASH_OUT,1
6328873,291527.75,291527.75,0.0,0.0,0.0,TRANSFER,1
3960333,716273.17,716273.17,0.0,0.0,716273.17,CASH_OUT,1
1973233,1796069.2,1796069.2,0.0,0.0,0.0,TRANSFER,1
1030666,1534926.96,1534926.96,0.0,0.0,1534926.96,CASH_OUT,1
6361721,10000000.0,19749042.95,9749042.95,0.0,0.0,TRANSFER,1
6362407,185529.91,185529.91,0.0,0.0,185529.91,CASH_OUT,1
4785626,164382.72,164382.72,0.0,0.0,0.0,TRANSFER,1
5801852,5838803.23,5838803.23,0.0,471758.21,6310561.44,CASH_OUT,1
6276599,345116.0,345116.0,0.0,249636.76,594752.77,CASH_OUT,1
6010864,1108140.19,1108140.19,0.0,625431.56,1733571.75,CASH_OUT,1
6362337,119306.06,119306.06,0.0,4040.44,123346.5,CASH_OUT,1
6202393,1070031.6,1070031.6,0.0,8950696.17,10020727.77,CASH_OUT,1
6273181,1387048.31,1387048.31,0.0,3551644.77,4938693.07,CASH_OUT,1
1030370,9748.89,9748.89,0.0,180869.12,190618.01,CASH_OUT,1
6362498,438859.1,438859.1,0.0,0.0,0.0,TRANSFER,1
4945979,118111.77,118111.77,0.0,0.0,118111.77,CASH_OUT,1
5728812,77710.4,77710.4,0.0,0.0,0.0,TRANSFER,1
5155110,484493.06,484493.06,0.0,750471.66,1234964.72,CASH_OUT,1
6166841,813992.49,813992.49,0.0,24794625.2,25608617.69,CASH_OUT,1
2756586,3996798.71,3996798.71,0.0,4511245.41,8508044.12,CASH_OUT,1
6009609,1912961.16,1912961.16,0.0,0.0,0.0,TRANSFER,1
6213538,16619.95,16619.95,0.0,0.0,16619.95,CASH_OUT,1
4154974,5614246.07,5614246.07,0.0,0.0,0.0,TRANSFER,1
6201833,32372.82,32372.82,0.0,0.0,0.0,TRANSFER,1
1932185,1437291.89,1437291.89,0.0,0.0,0.0,TRANSFER,1
756497,2395.29,2395.29,0.0,0.0,0.0,TRANSFER,1
5373729,248123.95,248123.95,0.0,0.0,0.0,TRANSFER,1
6357491,33613.11,33613.11,0.0,0.0,33613.11,CASH_OUT,1
271116,696763.08,696763.08,0.0,0.0,69861.26,TRANSFER,1
90070,93810.76,93810.76,0.0,0.0,0.0,TRANSFER,1
1059558,125159.2,125159.2,0.0,0.0,0.0,TRANSFER,1
3267054,82112.74,82112.74,0.0,0.0,0.0,TRANSFER,1
6127446,108755.28,108755.28,0.0,27775.23,136530.51,CASH_OUT,1
6291220,803441.31,803441.31,0.0,1006726.81,1810168.11,CASH_OUT,1
6292362,113336.41,113336.41,0.0,0.0,0.0,TRANSFER,1
5509072,49076.27,49076.27,0.0,863127.8,912204.07,CASH_OUT,1
2973739,1638865.05,1638865.05,0.0,0.0,1638865.05,CASH_OUT,1
4403700,203874.62,203874.62,0.0,472690.19,676564.81,CASH_OUT,1
2361781,265747.73,265747.73,0.0,0.0,265747.73,CASH_OUT,1
5563703,531551.0,531551.0,0.0,0.0,0.0,TRANSFER,1
6201740,118106.94,118106.94,0.0,1908450.58,2026557.52,CASH_OUT,1
6292941,161536.55,161536.55,0.0,0.0,0.0,TRANSFER,1
861645,334276.08,334276.08,0.0,0.0,0.0,TRANSFER,1
6243645,76732.89,76732.89,0.0,0.0,0.0,TRANSFER,1
3814751,2554662.97,2554662.97,0.0,0.0,0.0,TRANSFER,1
1030259,967153.5,967153.5,0.0,0.0,0.0,TRANSFER,1
1030447,174923.28,174923.28,0.0,0.0,0.0,TRANSFER,1
1067356,49571.87,49571.87,0.0,0.0,0.0,TRANSFER,1
6259938,203848.61,203848.61,0.0,0.0,0.0,TRANSFER,1
6259937,4672401.04,4672401.04,0.0,13043.09,4685444.13,CASH_OUT,1
6279544,70669.49,70669.49,0.0,0.0,0.0,TRANSFER,1
6020957,230806.85,230806.85,0.0,0.0,0.0,TRANSFER,1
3933727,106654.67,106654.67,0.0,46760.32,153414.99,CASH_OUT,1
6216501,164296.85,164296.85,0.0,0.0,0.0,TRANSFER,1
5545406,1595587.46,1595587.46,0.0,7519338.35,9114925.81,CASH_OUT,1
6352863,353090.95,353090.95,0.0,257783.54,610874.48,CASH_OUT,1
3193205,688034.32,688034.32,0.0,0.0,0.0,TRANSFER,1
1030381,45807.51,45807.51,0.0,0.0,0.0,TRANSFER,1
6065305,684266.09,684266.09,0.0,76615.04,760881.13,CASH_OUT,1
2752775,1947807.58,1947807.58,0.0,149.0,1947956.58,CASH_OUT,1
1932194,976830.22,976830.22,0.0,0.0,976830.22,CASH_OUT,1
6168718,31945.44,31945.44,0.0,95415.09,127360.53,CASH_OUT,1
6013461,432544.68,432544.68,0.0,0.0,432544.68,CASH_OUT,1
5994346,207021.45,207021.45,0.0,0.0,0.0,TRANSFER,1
1070084,629958.0,629958.0,0.0,403252.79,1033210.79,CASH_OUT,1
6344706,10000000.0,12109967.47,2109967.47,0.0,0.0,TRANSFER,1
6245666,434401.5,434401.5,0.0,0.0,0.0,TRANSFER,1
3960322,9366.63,9366.63,0.0,0.0,0.0,TRANSFER,1
5988246,10000000.0,10000000.0,0.0,0.0,10000000.0,CASH_OUT,1
2805782,10276.87,10276.87,0.0,0.0,0.0,TRANSFER,1
2187290,448265.08,448265.08,0.0,5805622.24,6253887.32,CASH_OUT,1
6242328,2209035.37,2209035.37,0.0,0.0,0.0,TRANSFER,1
4240012,4262592.28,4262592.28,0.0,0.0,0.0,TRANSFER,1
6281458,10000000.0,11576874.04,1576874.04,0.0,0.0,TRANSFER,1
6117346,1016302.6,1016302.6,0.0,0.0,0.0,TRANSFER,1
6064976,10000000.0,17041719.54,7041719.54,0.0,0.0,TRANSFER,1
4983781,7454553.06,7454553.06,0.0,0.0,0.0,TRANSFER,1
4895069,98736.52,98736.52,0.0,0.0,98736.52,CASH_OUT,1
6259968,228803.98,228803.98,0.0,0.0,0.0,TRANSFER,1
2382178,7482670.24,7482670.24,0.0,0.0,0.0,TRANSFER,1
6351253,391855.44,391855.44,0.0,0.0,0.0,TRANSFER,1
6008418,673722.73,673722.73,0.0,0.0,0.0,TRANSFER,1
555101,235512.2,235512.2,0.0,0.0,0.0,TRANSFER,1
6362540,190100.29,190100.29,0.0,0.0,0.0,TRANSFER,1
5560659,2374412.42,2374412.42,0.0,0.0,0.0,TRANSFER,1
5413430,187761.76,187761.76,0.0,0.0,0.0,TRANSFER,1
1042896,2393539.65,2393539.65,0.0,0.0,0.0,TRANSFER,1
5799984,65365.11,65365.11,0.0,0.0,0.0,TRANSFER,1
5186344,140807.76,140807.76,0.0,0.0,0.0,TRANSFER,1
6186773,7365106.76,7365106.76,0.0,0.0,0.0,TRANSFER,1
5996393,3401641.0,3401641.0,0.0,0.0,0.0,TRANSFER,1
5987929,365069.45,365069.45,0.0,1033912.43,1398981.88,CASH_OUT,1
5563734,2641674.43,2641674.43,0.0,0.0,2641674.43,CASH_OUT,1
6276604,1559540.62,1559540.62,0.0,0.0,0.0,TRANSFER,1
6296002,188731.21,188731.21,0.0,0.0,0.0,TRANSFER,1
6118830,81278.73,81278.73,0.0,2087033.64,2168312.37,CASH_OUT,1
6168706,91655.26,91655.26,0.0,133662.97,225318.23,CASH_OUT,1
6008691,4716.08,4716.08,0.0,551191.68,555907.76,CASH_OUT,1
2537324,245694.84,245694.84,0.0,0.0,0.0,TRANSFER,1
181901,8677.0,8677.0,0.0,225127.62,233804.62,CASH_OUT,1
6296006,152724.32,152724.32,0.0,0.0,0.0,TRANSFER,1
2881997,355151.57,355151.57,0.0,1963631.51,2318783.07,CASH_OUT,1
1030745,1182557.97,1182557.97,0.0,0.0,0.0,TRANSFER,1
2786451,319887.08,319887.08,0.0,1373212.48,1693099.57,CASH_OUT,1
4870588,7445820.78,7445820.78,0.0,5473995.13,12919815.91,CASH_OUT,1
6362430,287040.14,287040.14,0.0,0.0,0.0,TRANSFER,1
4785658,127018.14,127018.14,0.0,0.0,0.0,TRANSFER,1
5222593,243118.94,243118.94,0.0,0.0,0.0,TRANSFER,1
5563789,92001.22,92001.22,0.0,0.0,0.0,TRANSFER,1
5990458,34498.05,34498.05,0.0,0.0,34498.05,CASH_OUT,1
2382176,159232.01,159232.01,0.0,0.0,0.0,TRANSFER,1
1938531,63210.91,63210.91,0.0,0.0,0.0,TRANSFER,1
6122463,3707342.38,3707342.38,0.0,0.0,0.0,TRANSFER,1
6008426,1307156.17,1307156.17,0.0,0.0,0.0,TRANSFER,1
1030591,3284197.88,3284197.88,0.0,0.0,0.0,TRANSFER,1
5994541,40591.72,40591.72,0.0,276257.36,316849.08,CASH_OUT,1
5691726,387408.11,387408.11,0.0,187203.74,574611.85,CASH_OUT,1
4347501,96474.91,96474.91,0.0,0.0,0.0,TRANSFER,1
5776528,130278.99,130278.99,0.0,0.0,0.0,TRANSFER,1
6272942,259103.16,259103.16,0.0,0.0,0.0,TRANSFER,1
1930461,1179716.49,1179716.49,0.0,0.0,1179716.49,CASH_OUT,1
5188021,3116889.41,3116889.41,0.0,226218.51,3343107.92,CASH_OUT,1
5187789,1397689.48,1397689.48,0.0,0.0,1397689.48,CASH_OUT,1
6064972,1048100.0,1048100.0,0.0,0.0,0.0,TRANSFER,1
6308247,4886423.05,4886423.05,0.0,0.0,0.0,TRANSFER,1
6276598,345116.0,345116.0,0.0,0.0,0.0,TRANSFER,1
5720328,1498296.47,1498296.47,0.0,13349963.73,14848260.19,CASH_OUT,1
6145405,24773.86,24773.86,0.0,0.0,0.0,TRANSFER,1
4397704,59628.24,59628.24,0.0,686111.28,745739.53,CASH_OUT,1
6277291,40867.66,40867.66,0.0,0.0,0.0,TRANSFER,1
4782248,170038.31,170038.31,0.0,0.0,0.0,TRANSFER,1
5563744,960196.16,960196.16,0.0,932.39,961128.55,CASH_OUT,1
5970973,669627.43,669627.43,0.0,0.0,0.0,TRANSFER,1
6353395,404394.04,404394.04,0.0,0.0,0.0,TRANSFER,1
6281477,10000000.0,10000000.0,0.0,235170.07,10235170.07,CASH_OUT,1
2934524,37019.04,37019.04,0.0,0.0,0.0,TRANSFER,1
1511389,102945.99,102945.99,0.0,2276404.45,2379350.44,CASH_OUT,1
3392091,38223.11,38223.11,0.0,115485.32,153708.43,CASH_OUT,1
6040734,5363795.31,5363795.31,0.0,0.0,0.0,TRANSFER,1
1070135,9639052.83,9639052.83,0.0,313136.58,9952189.42,CASH_OUT,1
1030656,5338583.38,5338583.38,0.0,31250.62,5369834.0,CASH_OUT,1
2801130,334890.91,334890.91,0.0,293880.5,628771.41,CASH_OUT,1
3064881,450489.27,450489.27,0.0,122047.64,572536.91,CASH_OUT,1
6166723,483713.23,483713.23,0.0,0.0,0.0,TRANSFER,1
2380816,266351.6,266351.6,0.0,0.0,266351.6,CASH_OUT,1
1070020,355832.18,355832.18,0.0,0.0,0.0,TRANSFER,1
1030392,37720.99,37720.99,0.0,288804.07,326525.06,CASH_OUT,1
6238418,217357.58,217357.58,0.0,0.0,0.0,TRANSFER,1
6296620,3288377.47,3288377.47,0.0,0.0,0.0,TRANSFER,1
2852554,4075956.58,4075956.58,0.0,0.0,0.0,TRANSFER,1
1237395,10000000.0,13892156.3,3892156.3,0.0,0.0,TRANSFER,1
1059661,120232.13,120232.13,0.0,2419860.01,2540092.14,CASH_OUT,1
2384740,662276.78,662276.78,0.0,537420.76,1199697.54,CASH_OUT,1
6039752,526119.49,526119.49,0.0,0.0,0.0,TRANSFER,1
1030473,4631432.03,4631432.03,0.0,0.0,0.0,TRANSFER,1
1930460,1179716.49,1179716.49,0.0,0.0,0.0,TRANSFER,1
6273174,215299.28,215299.28,0.0,0.0,0.0,TRANSFER,1
6010944,2720647.79,2720647.79,0.0,22803.08,2743450.86,CASH_OUT,1
196775,4022667.54,4022667.54,0.0,0.0,0.0,TRANSFER,1
870090,3569720.42,3569720.42,0.0,0.0,3569720.42,CASH_OUT,1
2112305,627903.12,627903.12,0.0,0.0,0.0,TRANSFER,1
6100680,25819.42,25819.42,0.0,0.0,0.0,TRANSFER,1
6358047,372703.48,372703.48,0.0,14116.41,386819.89,CASH_OUT,1
5462542,17216.14,17216.14,0.0,0.0,0.0,TRANSFER,1
6351186,62372.43,62372.43,0.0,1195387.47,1257759.9,CASH_OUT,1
1045879,655676.97,655676.97,0.0,53614.28,709291.25,CASH_OUT,1
6201185,818639.22,818639.22,0.0,0.0,0.0,TRANSFER,1
1030590,455074.13,455074.13,0.0,9237170.74,9692244.86,CASH_OUT,1
5188053,972009.75,972009.75,0.0,298095.31,1270105.06,CASH_OUT,1
6021352,171623.1,171623.1,0.0,0.0,0.0,TRANSFER,1
6117505,1679154.56,1679154.56,0.0,4351406.23,6030560.79,CASH_OUT,1
6054552,797710.8,797710.8,0.0,49988.57,847699.37,CASH_OUT,1
6061883,73051.02,73051.02,0.0,0.0,0.0,TRANSFER,1
6008744,203119.08,203119.08,0.0,1163234.67,1366353.75,CASH_OUT,1
4536570,424962.9,424962.9,0.0,322327.23,747290.13,CASH_OUT,1
2382103,2031464.82,2031464.82,0.0,0.0,0.0,TRANSFER,1
6118271,400517.07,400517.07,0.0,0.0,400517.07,CASH_OUT,1
6064977,10000000.0,10000000.0,0.0,1920358.24,11920358.24,CASH_OUT,1
1320963,7563536.91,7563536.91,0.0,0.0,0.0,TRANSFER,1
6032487,1165171.47,1165171.47,0.0,0.0,0.0,TRANSFER,1
3489832,2684142.41,2684142.41,0.0,0.0,0.0,TRANSFER,1
574483,781953.11,781953.11,0.0,0.0,781953.11,CASH_OUT,1
1030693,64344.59,64344.59,0.0,0.0,0.0,TRANSFER,1
6273185,580010.03,580010.03,0.0,41887.5,621897.52,CASH_OUT,1
6281808,92043.22,92043.22,0.0,3090723.25,3182766.47,CASH_OUT,1
6362539,3912252.81,3912252.81,0.0,0.0,3912252.81,CASH_OUT,1
1932222,895565.06,895565.06,0.0,100335.14,995900.2,CASH_OUT,1
1059645,574709.63,574709.63,0.0,0.0,574709.63,CASH_OUT,1
2875795,182666.85,182666.85,0.0,0.0,0.0,TRANSFER,1
882284,36359.57,36359.57,0.0,0.0,0.0,TRANSFER,1
6018600,624015.52,624015.52,0.0,0.0,0.0,TRANSFER,1
5128584,5952739.3,5952739.3,0.0,0.0,0.0,TRANSFER,1
6083452,1752606.15,1752606.15,0.0,0.0,1752606.15,CASH_OUT,1
1511323,677563.22,677563.22,0.0,5725307.68,6402870.9,CASH_OUT,1
437291,9131.0,9131.0,0.0,0.0,0.0,TRANSFER,1
5517872,259820.39,259820.39,0.0,32888.78,292709.17,CASH_OUT,1
4388783,62318.91,62318.91,0.0,975697.67,1038016.58,CASH_OUT,1
5458342,284000.25,284000.25,0.0,0.0,0.0,TRANSFER,1
6362387,1379501.18,1379501.18,0.0,0.0,1379501.18,CASH_OUT,1
3193207,14343.03,14343.03,0.0,0.0,0.0,TRANSFER,1
5995645,3588174.94,3588174.94,0.0,103757.04,3691931.98,CASH_OUT,1
6361832,376639.05,376639.05,0.0,0.0,0.0,TRANSFER,1
6039807,471906.6,471906.6,0.0,5930.71,477837.3,CASH_OUT,1
6009615,107363.54,107363.54,0.0,0.0,0.0,TRANSFER,1
6344709,2109967.47,2109967.47,0.0,1830441.07,3940408.54,CASH_OUT,1
6175135,55828.87,55828.87,0.0,0.0,55828.87,CASH_OUT,1
6145047,534158.52,534158.52,0.0,5156.57,539315.09,CASH_OUT,1
4785641,596127.11,596127.11,0.0,0.0,596127.11,CASH_OUT,1
6346134,257811.92,257811.92,0.0,0.0,0.0,TRANSFER,1
2946769,3774746.08,3774746.08,0.0,55231.27,3829977.34,CASH_OUT,1
6055657,2123610.45,2123610.45,0.0,0.0,0.0,TRANSFER,1
5312890,82750.0,82750.0,0.0,0.0,82750.0,CASH_OUT,1
2740544,36035.11,36035.11,0.0,0.0,36035.11,CASH_OUT,1
6273145,341.3,341.3,0.0,135440.48,135781.78,CASH_OUT,1
2699860,157137.97,157137.97,0.0,3163298.04,3320436.01,CASH_OUT,1
2537919,96640.12,96640.12,0.0,0.0,0.0,TRANSFER,1
6296754,442460.31,442460.31,0.0,0.0,0.0,TRANSFER,1
1932193,976830.22,976830.22,0.0,0.0,0.0,TRANSFER,1
6362584,5674547.89,5674547.89,5674547.89,0.0,0.0,TRANSFER,1
6074062,124465.49,124465.49,0.0,0.0,124465.49,CASH_OUT,1
6281828,114627.08,114627.08,0.0,0.0,114627.08,CASH_OUT,1
4785636,26478.48,26478.48,0.0,0.0,0.0,TRANSFER,1
1030601,9917.27,9917.27,0.0,0.0,0.0,TRANSFER,1
4388779,34099.1,34099.1,0.0,0.0,34099.1,CASH_OUT,1
3542878,10000000.0,10000000.0,0.0,0.0,10000000.0,CASH_OUT,1
4930982,484772.73,484772.73,0.0,0.0,0.0,TRANSFER,1
1030362,21174.45,21174.45,0.0,31409.08,52583.53,CASH_OUT,1
3956889,722832.95,722832.95,0.0,0.0,0.0,TRANSFER,1
5188024,4841332.26,4841332.26,0.0,0.0,0.0,TRANSFER,1
6280085,228751.77,228751.77,0.0,702234.36,930986.13,CASH_OUT,1
6272937,2654302.46,2654302.46,0.0,1429770.91,4084073.37,CASH_OUT,1
4785661,114308.2,114308.2,0.0,0.0,114308.2,CASH_OUT,1
5759652,5096946.74,5096946.74,0.0,10804.71,5107751.46,CASH_OUT,1
6052701,1248344.84,1248344.84,0.0,0.0,0.0,TRANSFER,1
